"UniqueName","LocalizedNames_EN-US","LocalizedNames_ES-ES","LocalizedDescriptions_EN-US","LocalizedDescriptions_ES-ES"
"T5_SHOES_CLOTH_KEEPER","Expert's Druid Sandals","Sandalias de druida del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_KEEPER@1","Expert's Druid Sandals","Sandalias de druida del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_KEEPER@2","Expert's Druid Sandals","Sandalias de druida del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_KEEPER@3","Expert's Druid Sandals","Sandalias de druida del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_KEEPER@4","Expert's Druid Sandals","Sandalias de druida del experto","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_KEEPER","Master's Druid Sandals","Sandalias de druida del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_KEEPER@1","Master's Druid Sandals","Sandalias de druida del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_KEEPER@2","Master's Druid Sandals","Sandalias de druida del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_KEEPER@3","Master's Druid Sandals","Sandalias de druida del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_KEEPER@4","Master's Druid Sandals","Sandalias de druida del maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_KEEPER","Grandmaster's Druid Sandals","Sandalias de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_KEEPER@1","Grandmaster's Druid Sandals","Sandalias de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_KEEPER@2","Grandmaster's Druid Sandals","Sandalias de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_KEEPER@3","Grandmaster's Druid Sandals","Sandalias de druida del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_KEEPER@4","Grandmaster's Druid Sandals","Sandalias de druida del gran maestro","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_KEEPER","Elder's Druid Sandals","Sandalias de druida del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_KEEPER@1","Elder's Druid Sandals","Sandalias de druida del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_KEEPER@2","Elder's Druid Sandals","Sandalias de druida del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_KEEPER@3","Elder's Druid Sandals","Sandalias de druida del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_KEEPER@4","Elder's Druid Sandals","Sandalias de druida del anciano","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_HELL","Adept's Fiend Cowl","Hábito de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_HELL@1","Adept's Fiend Cowl","Hábito de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_HELL@2","Adept's Fiend Cowl","Hábito de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_HELL@3","Adept's Fiend Cowl","Hábito de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_HELL@4","Adept's Fiend Cowl","Hábito de diablo del iniciado","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_HELL","Expert's Fiend Cowl","Hábito de diablo del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_HELL@1","Expert's Fiend Cowl","Hábito de diablo del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_HELL@2","Expert's Fiend Cowl","Hábito de diablo del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_HELL@3","Expert's Fiend Cowl","Hábito de diablo del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_HELL@4","Expert's Fiend Cowl","Hábito de diablo del experto","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_HELL","Master's Fiend Cowl","Hábito de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_HELL@1","Master's Fiend Cowl","Hábito de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_HELL@2","Master's Fiend Cowl","Hábito de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_HELL@3","Master's Fiend Cowl","Hábito de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_HELL@4","Master's Fiend Cowl","Hábito de diablo del maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_HELL","Grandmaster's Fiend Cowl","Hábito de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_HELL@1","Grandmaster's Fiend Cowl","Hábito de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_HELL@2","Grandmaster's Fiend Cowl","Hábito de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_HELL@3","Grandmaster's Fiend Cowl","Hábito de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_HELL@4","Grandmaster's Fiend Cowl","Hábito de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_HELL","Elder's Fiend Cowl","Hábito de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_HELL@1","Elder's Fiend Cowl","Hábito de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_HELL@2","Elder's Fiend Cowl","Hábito de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_HELL@3","Elder's Fiend Cowl","Hábito de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_HELL@4","Elder's Fiend Cowl","Hábito de diablo del anciano","Equipment Item","Objeto de equipo"
"T4_ARMOR_CLOTH_HELL","Adept's Fiend Robe","Túnica de diablo del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_HELL@1","Adept's Fiend Robe","Túnica de diablo del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_HELL@2","Adept's Fiend Robe","Túnica de diablo del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_HELL@3","Adept's Fiend Robe","Túnica de diablo del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_HELL@4","Adept's Fiend Robe","Túnica de diablo del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_HELL","Expert's Fiend Robe","Túnica de diablo del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_HELL@1","Expert's Fiend Robe","Túnica de diablo del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_HELL@2","Expert's Fiend Robe","Túnica de diablo del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_HELL@3","Expert's Fiend Robe","Túnica de diablo del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T5_ARMOR_CLOTH_HELL@4","Expert's Fiend Robe","Túnica de diablo del experto","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_HELL","Master's Fiend Robe","Túnica de diablo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_HELL@1","Master's Fiend Robe","Túnica de diablo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_HELL@2","Master's Fiend Robe","Túnica de diablo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_HELL@3","Master's Fiend Robe","Túnica de diablo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T6_ARMOR_CLOTH_HELL@4","Master's Fiend Robe","Túnica de diablo del maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_HELL","Grandmaster's Fiend Robe","Túnica de diablo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_HELL@1","Grandmaster's Fiend Robe","Túnica de diablo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_HELL@2","Grandmaster's Fiend Robe","Túnica de diablo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_HELL@3","Grandmaster's Fiend Robe","Túnica de diablo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T7_ARMOR_CLOTH_HELL@4","Grandmaster's Fiend Robe","Túnica de diablo del gran maestro","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_HELL","Elder's Fiend Robe","Túnica de diablo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_HELL@1","Elder's Fiend Robe","Túnica de diablo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_HELL@2","Elder's Fiend Robe","Túnica de diablo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_HELL@3","Elder's Fiend Robe","Túnica de diablo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T8_ARMOR_CLOTH_HELL@4","Elder's Fiend Robe","Túnica de diablo del anciano","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_SHOES_CLOTH_HELL","Adept's Fiend Sandals","Sandalias de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_HELL@1","Adept's Fiend Sandals","Sandalias de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_HELL@2","Adept's Fiend Sandals","Sandalias de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_HELL@3","Adept's Fiend Sandals","Sandalias de diablo del iniciado","Equipment Item","Objeto de equipo"
"T4_SHOES_CLOTH_HELL@4","Adept's Fiend Sandals","Sandalias de diablo del iniciado","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_HELL","Expert's Fiend Sandals","Sandalias de diablo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_HELL@1","Expert's Fiend Sandals","Sandalias de diablo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_HELL@2","Expert's Fiend Sandals","Sandalias de diablo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_HELL@3","Expert's Fiend Sandals","Sandalias de diablo del experto","Equipment Item","Objeto de equipo"
"T5_SHOES_CLOTH_HELL@4","Expert's Fiend Sandals","Sandalias de diablo del experto","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_HELL","Master's Fiend Sandals","Sandalias de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_HELL@1","Master's Fiend Sandals","Sandalias de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_HELL@2","Master's Fiend Sandals","Sandalias de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_HELL@3","Master's Fiend Sandals","Sandalias de diablo del maestro","Equipment Item","Objeto de equipo"
"T6_SHOES_CLOTH_HELL@4","Master's Fiend Sandals","Sandalias de diablo del maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_HELL","Grandmaster's Fiend Sandals","Sandalias de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_HELL@1","Grandmaster's Fiend Sandals","Sandalias de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_HELL@2","Grandmaster's Fiend Sandals","Sandalias de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_HELL@3","Grandmaster's Fiend Sandals","Sandalias de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T7_SHOES_CLOTH_HELL@4","Grandmaster's Fiend Sandals","Sandalias de diablo del gran maestro","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_HELL","Elder's Fiend Sandals","Sandalias de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_HELL@1","Elder's Fiend Sandals","Sandalias de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_HELL@2","Elder's Fiend Sandals","Sandalias de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_HELL@3","Elder's Fiend Sandals","Sandalias de diablo del anciano","Equipment Item","Objeto de equipo"
"T8_SHOES_CLOTH_HELL@4","Elder's Fiend Sandals","Sandalias de diablo del anciano","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_MORGANA","Adept's Cultist Cowl","Hábito de sectario del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_MORGANA@1","Adept's Cultist Cowl","Hábito de sectario del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_MORGANA@2","Adept's Cultist Cowl","Hábito de sectario del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_MORGANA@3","Adept's Cultist Cowl","Hábito de sectario del iniciado","Equipment Item","Objeto de equipo"
"T4_HEAD_CLOTH_MORGANA@4","Adept's Cultist Cowl","Hábito de sectario del iniciado","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_MORGANA","Expert's Cultist Cowl","Hábito de sectario del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_MORGANA@1","Expert's Cultist Cowl","Hábito de sectario del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_MORGANA@2","Expert's Cultist Cowl","Hábito de sectario del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_MORGANA@3","Expert's Cultist Cowl","Hábito de sectario del experto","Equipment Item","Objeto de equipo"
"T5_HEAD_CLOTH_MORGANA@4","Expert's Cultist Cowl","Hábito de sectario del experto","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_MORGANA","Master's Cultist Cowl","Hábito de sectario del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_MORGANA@1","Master's Cultist Cowl","Hábito de sectario del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_MORGANA@2","Master's Cultist Cowl","Hábito de sectario del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_MORGANA@3","Master's Cultist Cowl","Hábito de sectario del maestro","Equipment Item","Objeto de equipo"
"T6_HEAD_CLOTH_MORGANA@4","Master's Cultist Cowl","Hábito de sectario del maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_MORGANA","Grandmaster's Cultist Cowl","Hábito de sectario del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_MORGANA@1","Grandmaster's Cultist Cowl","Hábito de sectario del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_MORGANA@2","Grandmaster's Cultist Cowl","Hábito de sectario del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_MORGANA@3","Grandmaster's Cultist Cowl","Hábito de sectario del gran maestro","Equipment Item","Objeto de equipo"
"T7_HEAD_CLOTH_MORGANA@4","Grandmaster's Cultist Cowl","Hábito de sectario del gran maestro","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_MORGANA","Elder's Cultist Cowl","Hábito de sectario del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_MORGANA@1","Elder's Cultist Cowl","Hábito de sectario del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_MORGANA@2","Elder's Cultist Cowl","Hábito de sectario del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_MORGANA@3","Elder's Cultist Cowl","Hábito de sectario del anciano","Equipment Item","Objeto de equipo"
"T8_HEAD_CLOTH_MORGANA@4","Elder's Cultist Cowl","Hábito de sectario del anciano","Equipment Item","Objeto de equipo"
"T4_ARMOR_CLOTH_MORGANA","Adept's Cultist Robe","Túnica de sectario del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_MORGANA@1","Adept's Cultist Robe","Túnica de sectario del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
"T4_ARMOR_CLOTH_MORGANA@2","Adept's Cultist Robe","Túnica de sectario del iniciado","Equipment ItemCloth Armors offer limited defense, but excel at offense.","Objeto de equipoLas armaduras de tela ofrecen poca defensa pero mucho ataque."
